file_path,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,y_main,y_sub
../clean_data/TRAIN/downdog/00000372.jpg,0.6146860122680664,0.3660691380500793,0.6121219396591187,0.3509864509105682,0.6129948496818542,0.3509376645088196,0.563880205154419,0.3286766111850738,0.5627877712249756,0.3274661302566528,0.5053563117980957,0.3722073435783386,0.508034884929657,0.3715735077857971,0.6347408294677734,0.2661109566688537,0.6133087873458862,0.2680451273918152,0.7036930322647095,0.1565385609865188,0.6758919954299927,0.1728544235229492,0.2607911825180053,0.601387619972229,0.2660090327262878,0.6098966598510742,0.5165871977806091,0.7039327025413513,0.5150431394577026,0.7052084803581238,0.6854500770568848,0.8830673098564148,0.6672930121421814,0.8645932674407959,downdog,downdog
../clean_data/TRAIN/downdog/00000414.jpg,0.5346956849098206,0.7225140929222107,0.529798686504364,0.733963668346405,0.5266502499580383,0.7325069308280945,0.4983579516410827,0.7104130983352661,0.4910440444946289,0.7066413164138794,0.475703477859497,0.6679044961929321,0.4779464900493622,0.6620930433273315,0.5576796531677246,0.7324910163879395,0.584221601486206,0.7384716868400574,0.6065000891685486,0.8227311968803406,0.6461647748947144,0.8237773776054382,0.2936193346977234,0.4830870628356933,0.2972942292690277,0.4809640049934387,0.4647688567638397,0.3802463710308075,0.4715350866317749,0.3758098483085632,0.5862794518470764,0.3111279606819153,0.6280863881111145,0.2733562290668487,downdog,downdog
../clean_data/TRAIN/downdog/00000158.jpg,0.5695199966430664,0.5291880369186401,0.5724698305130005,0.5139014720916748,0.5756016969680786,0.5153430104255676,0.5479296445846558,0.4857977330684662,0.5580281615257263,0.5000601410865784,0.4910508394241333,0.4741371870040893,0.4933601319789886,0.497905820608139,0.5937578082084656,0.4106210172176361,0.5930901169776917,0.4220943450927734,0.6774927377700806,0.3157330751419067,0.6552724838256836,0.3510698080062866,0.3326315879821777,0.6485851407051086,0.3334054350852966,0.65031498670578,0.5048294067382812,0.7726783156394958,0.5029842853546143,0.7734143137931824,0.6740667819976807,0.8707828521728516,0.6659148931503296,0.8634026050567627,downdog,downdog
../clean_data/TRAIN/downdog/00000164.jpg,0.6217660903930664,0.4941169023513794,0.6230836510658264,0.5083790421485901,0.6255753636360168,0.5020397305488586,0.5900716781616211,0.5341220498085022,0.5936842560768127,0.5277283787727356,0.5122957825660706,0.5261312127113342,0.5386140942573547,0.503779947757721,0.5833367109298706,0.5884466171264648,0.6321384906768799,0.5812320709228516,0.6257336139678955,0.6686062812805176,0.6865423917770386,0.6655744314193726,0.3175417184829712,0.3231486976146698,0.3305797278881073,0.3118677735328674,0.4838964343070984,0.259740799665451,0.4940932691097259,0.2410791516304016,0.6045551300048828,0.1876874268054962,0.6319765448570251,0.1626860797405243,downdog,downdog
../clean_data/TRAIN/downdog/00000170.jpg,0.6159058809280396,0.4249535202980041,0.6181759834289551,0.4154178500175476,0.6165663599967957,0.4108135104179382,0.5954406261444092,0.3906895816326141,0.5929098129272461,0.3930031657218933,0.5603559017181396,0.3963137865066528,0.5467754006385803,0.3973411917686462,0.640328586101532,0.3397223949432373,0.613481879234314,0.3509708046913147,0.6967867612838745,0.2625181376934051,0.6678789854049683,0.2717275023460388,0.3572709262371063,0.5333625674247742,0.3518806099891662,0.5325367450714111,0.5296822786331177,0.6298350691795349,0.5334079265594482,0.6267424821853638,0.6529277563095093,0.7214046716690063,0.650493860244751,0.7161074876785278,downdog,downdog
../clean_data/TRAIN/downdog/00000366.png,0.6199750900268555,0.4726147651672363,0.624456524848938,0.4581337869167328,0.6232027411460876,0.4562059044837951,0.5912702679634094,0.4361531436443329,0.5964065790176392,0.4361134767532348,0.5367904901504517,0.4398398399353027,0.5328457355499268,0.454378217458725,0.6299698352813721,0.3760726451873779,0.6261126399040222,0.3851380944252014,0.7240292429924011,0.3039066791534424,0.7101547718048096,0.3241782188415527,0.3570275008678436,0.6342313885688782,0.3510499000549316,0.6365302801132202,0.5352790355682373,0.7144021391868591,0.5319035649299622,0.7163030505180359,0.7187501788139343,0.8179876208305359,0.6814109683036804,0.7993878126144409,downdog,downdog
../clean_data/TRAIN/downdog/00000206.jpg,0.6696083545684814,0.3561434149742126,0.6701656579971313,0.3372380137443542,0.6718498468399048,0.339882493019104,0.6360858678817749,0.3092920780181885,0.6374579668045044,0.3144401013851166,0.5863173007965088,0.3324953615665436,0.5807427167892456,0.3316310048103332,0.7087583541870117,0.2734971940517425,0.696704626083374,0.2676103413105011,0.7763366103172302,0.1773636788129806,0.7595466375350952,0.1910256147384643,0.4024089276790619,0.5349471569061279,0.4027678370475769,0.5312333106994629,0.5670318603515625,0.6376080513000488,0.573650062084198,0.6361871957778931,0.7234892845153809,0.7441256046295166,0.7093336582183838,0.7298352718353271,downdog,downdog
../clean_data/TRAIN/downdog/00000213.jpg,0.6060084104537964,0.4008947014808655,0.5991308689117432,0.3911763429641723,0.601161003112793,0.3911852538585663,0.559501051902771,0.3767682015895843,0.5622479915618896,0.3734877705574035,0.5286504030227661,0.4072167873382568,0.5227780342102051,0.3965681493282318,0.6208938360214233,0.3190816938877105,0.6053038835525513,0.3251985907554626,0.6826932430267334,0.2214421331882476,0.6551973819732666,0.2289648056030273,0.3508490025997162,0.5913497805595398,0.3559373617172241,0.5939216017723083,0.5189063549041748,0.6872881650924683,0.5224748849868774,0.6858102679252625,0.6521575450897217,0.7604758143424988,0.6443608999252319,0.7546602487564087,downdog,downdog
../clean_data/TRAIN/downdog/00000165.jpg,0.756908118724823,0.4127214848995209,0.75640869140625,0.3949946165084839,0.7530426383018494,0.3971177935600281,0.7332965731620789,0.3852742612361908,0.7238026857376099,0.3867471814155578,0.6962594389915466,0.4171414971351623,0.674623429775238,0.4075339436531067,0.7673512697219849,0.3397190570831299,0.7304581999778748,0.3622513711452484,0.7940701842308044,0.26393923163414,0.7715263366699219,0.2856168746948242,0.50455242395401,0.5742486715316772,0.5027643442153931,0.5737716555595398,0.6691898107528687,0.6178473234176636,0.6635808944702148,0.6115875244140625,0.7519222497940063,0.7232532501220703,0.7469102144241333,0.7246424555778503,downdog,downdog
../clean_data/TRAIN/downdog/00000198.png,0.6373169422149658,0.5473553538322449,0.6404117941856384,0.5600433349609375,0.6391705870628357,0.5618062019348145,0.6123379468917847,0.5846242904663086,0.6061654090881348,0.5859114527702332,0.5606822371482849,0.5746004581451416,0.560433566570282,0.577204704284668,0.6560149192810059,0.6181575655937195,0.6724392771720886,0.6265387535095215,0.7159973978996277,0.6778129935264587,0.7487448453903198,0.6939849853515625,0.4167448282241821,0.4000775814056396,0.4216705560684204,0.3936686217784881,0.5833768844604492,0.2837703824043274,0.5898198485374451,0.2832282781600952,0.7051979303359985,0.1884426325559616,0.7187318205833435,0.1762692928314209,downdog,downdog
